Num,Address,Checkins,City,Country,Created,Latitude,Longitude,Title,Type
4113,6-я линия В.О. 21,16,2,1,1280742078,59.941669,30.281108,Чумадан,3
4114,Люблинская 171К1,45,1,1,1280742078,55.647087,37.745618,Биверс,3
4115,Льва Толстого 1К3,3,2,1,1280742078,59.965665,30.311966,Mexx,3
4116,Малый просп. П.С. 1К3,1,2,1,1280742078,59.953322,30.29006,ЭОС,3
4117,Малышева 36,12,49,1,1280742078,56.833383,60.596375,Сандей,3
4118,Коммунистическая 33,3,151,1,1280742078,54.727786,55.938174,Кофейник,3
4119,Наличная 51,8,2,1,1280742078,59.951038,30.23458,Шанс,3
4120,Рябиновая 47,3,1,1,1280742078,55.695925,37.42483,М-кафе,3
4121,Малышева 44,37,49,1,1280742078,56.833654,60.600578,Пожарка,3
4122,просп. Большевиков 1,3,2,1,1280742078,59.918819,30.470055,Чайная ложка,3
4123,Лермонтовский просп. 49,0,2,1,1280742078,59.912238,30.297228,Петербургские блинчики,3
4124,Рождественская 45в,24,95,1,1280742078,56.327211,43.983286,La cantinetta,3
4125,Лесной просп. ,0,2,1,1280742078,59.831729,30.334208,Самсон,3
4126,Некрасова 1К38,0,2,1,1280742078,59.938793,30.349079,Сонеты,3
4127,8-я Красноармейская 15К17,2,2,1,1280742078,59.914665,30.301648,Приют весны,3
4128,Васнецова 16,24,72,1,1280742078,45.029126,39.027151,Камелот,3
4129,Таллинская 6в,0,2,1,1280742078,59.923135,30.407649,Скорпион,3
4130,Садовая 20д,11,10310,1,1280742078,59.68405,30.451639,Славянка,3
4131,Коллонтай 21К1,0,2,1,1280742078,59.918359,30.467522,Смайл,3
4132,Ленинский просп. 125,3,2,1,1280742078,59.851345,30.263115,Солнечная долина,3
4133,Бухарестская 144,0,2,1,1280742078,59.834298,30.419381,Солнышко,3
4134,Загребский б-р 21,41,2,1,1280742078,59.8415,30.402097,Старый город,3
4135,Дмитровское ш. 89,28,1,1,1280742078,55.86375,37.546126,Этаж,3
4136,Софийская 8,1,2,1,1280742078,59.886203,30.386673,Терма,3
4137,просп. Энтузиастов 45К1,13,2,1,1280742078,59.950064,30.489548,Тет-а-тет,3
4138,7-я Советская 17,0,2,1,1280742078,59.935579,30.372584,Тотом,3
4139,Московский просп 192,16,2,1,1280742078,59.863251,30.321689,Пирожковая,3
4140,Садовая 53,3,2,1,1280742078,59.923405,30.309321,Абрикосовая косточка,3
4141,"Кронштадт, Цитадельское ш. 39",25,6836,1,1280742078,60.007695,29.722189,На песках,3
4142,пл. Александра Невского 2,1,2,1,1280742078,59.924839,30.387352,На Синопской,3
4143,Старорусская 5К3,4,2,1,1280742078,59.932396,30.383763,На Старорусской,3
4144,Бабушкина 3,0,2,1,1280742078,59.898128,30.418537,Невское,3
4145,Торфяная дорога 4К3,0,2,1,1280742078,59.990057,30.255699,Ник,3
4146,просп. Просвещения ,4,2,1,1280742078,60.045702,30.370191,У перекрестка,3
4147,Пятницкое ш. 39,3,1,1,1280742078,55.855065,37.355446,Сетора,3
4148,Рязанский просп. 46К2,7,1,1,1280742078,55.71731,37.79189,T-Zone,3
4149,Малый просп. В.О. 23,1,2,1,1280742078,59.946486,30.272012,Орли,3
4150,Рождественка 5К7,5,1,1,1280742078,55.760889,37.623299,Салат-бар Манхеттан,3
4151,Б.Златоустинский пер. 7К1,94,1,1,1280742078,55.758686,37.632718,Бурбон Стрит,3
4152,Фурштатская 3,6,2,1,1280742078,59.944887,30.349959,Папа Джонс,3
4153,Никитский б-р 8а,18,1,1,1280742078,55.753939,37.601582,Домжур,3
4154,Новолитовская 15,35,2,1,1280742078,59.980884,30.356005,Альмак,3
4155,6-я линия В.О. 29,7,2,1,1280742078,59.942809,30.279603,Лидо де Венеция,3
4156,Мичурина 17,0,123,1,1280742078,53.202324,50.138066,Зеркало,3
4157,Шварца 4,22,49,1,1280742078,56.795303,60.614731,Грильяж,3
4158,Малышева 74,14,49,1,1280742078,56.835102,60.612908,Васаби,3
4159,б-р Культуры ,20,49,1,1280742078,56.889798,60.577756,Медвежья падь,3
4160,Крауля 53,5,49,1,1280742078,56.829739,60.558326,Русская охота,3
4161,просп. Ленина 48,0,49,1,1280742078,56.839676,60.619111,Чайcoвский,3
4162,Свободы 22,4,169,1,1280742078,57.6256,39.878407,Августин,3
4163,"Барбошина поляна, 9-я просека ",0,123,1,1280742078,53.244418,50.19908,Пиранья,3
4164,ул. ХХII Партсъезда 166,4,123,1,1280742078,53.23156,50.200257,Белый лебедь,3
4165,Полевая 15,208,123,1,1280742078,53.204616,50.123298,McDonald`s,3
4166,Хохрякова 23,52,49,1,1280742078,56.833944,60.592399,Old Dublin Irish pub,3
4167,просп. Ленина ,1,49,1,1280742078,56.839821,60.615054,Ем Cам,3
4168,Гагарина 26,8,123,1,1280742078,53.20056,50.172741,Сицилия,3
4169,Ново-Садовая 106,11,123,1,1280742078,53.217111,50.148797,Long Bar,3
4170,Ново-Садовая 106,1,123,1,1280742078,53.217143,50.148785,Кальян-бар,3
4171,Ново-Садовая 3,1,123,1,1280742078,53.205717,50.127691,Чайка,3
4172,Н.Арбат 19К1,0,1,1,1280742078,55.751918,37.587851,А-клуб,3
4173,Итальянская 2,75,2,1,1280742078,59.937144,30.328363,Cafepeople,3
4174,Юности 3,8,1,1,1280742078,55.730228,37.816486,Сливки-оливки,3
4175,Кораблестроителей 32К3,15,2,1,1280742078,59.95343,30.214179,Offside,3
4176,Калинина 18,0,2,1,1280742078,59.999795,30.137202,Zangezur,3
4177,Оранжерейная 20,3,12,1,1280742078,59.71858,30.406894,Дельвиг,3
4178,Большой просп. П.С. 32,0,2,1,1280742078,59.95762,30.298463,Обжора,3
4179,8-я линия В.О. 55,4,2,1,1280742078,59.943845,30.275471,Омар Хаям,3
4180,Загребский б-р 33,2,2,1,1280742078,59.833235,30.410155,Орбита,3
4181,просп. Испытателей 35,1,2,1,1280742078,60.008536,30.262657,Белая зависть,3
4182,Херсонская 1,0,2,1,1280742078,59.929605,30.37584,Кислород,3
4183,Королева 2,1,151,1,1280742078,54.774254,56.068496,Нелли,3
4184,Люблинская 165,21,1,1,1280742078,55.65049,37.745947,Шоколадница,3
4185,Садовая-Кудринская 32К1,25,1,1,1280742078,55.765443,37.590821,Шоколадница,3
4186,Зеленый просп. 24,75,1,1,1280742078,55.750474,37.789896,Шоколадница,3
4187,Профсоюзная 19,72,1,1,1280742078,55.678458,37.564248,Шоколадница,3
4188,Большой просп. 32а,11,2,1,1280742078,59.95762,30.298513,Айвенго,3
4189,Богатырский просп. 8,0,2,1,1280742078,59.998526,30.283983,Инджой,3
4190,Маросейка 3К13,70,1,1,1280742078,55.75747,37.631954,Шоколадница,3
4191,Кронверкский просп. 45,9,2,1,1280742078,59.956935,30.312401,Кронверк,3
4192,Чекистов 13К4,12,2,1,1280742078,59.845501,30.131687,Готический домик,3
4193,1-й Щипковский пер. 2,22,1,1,1280742078,55.72198,37.632763,Сандык,3
4194,Благодатная 49,4,2,1,1280742078,59.875641,30.328858,Золотой залив,3
4195,Б. 27 К1,0,1,1,1280742078,55.747388,37.645489,Шоколадница,3
4196,Авиационная 17,19,1,1,1280742078,55.80994,37.476752,Загородный,3
4197,Кастанаевская 54К3,6,1,1,1280742078,55.735621,37.467778,Золотая антилопа,3
4198,Алексеевская 25,0,95,1,1280742078,56.321231,44.00366,Хамелеон,3
4199,Марксистская 34К8,0,1,1,1280742078,55.735003,37.665264,Синяя река,3
4200,Малый просп. В.О. 54,3,2,1,1280742078,59.941673,30.258654,Флаер,3
4201,Краснознаменская 10,5,10,1,1280742078,48.705218,44.509851,Матрешка,3
4202,Республиканская 68,0,169,1,1280742078,57.628063,39.877927,Туше,3
4203,Шереметьевская 34,7,1,1,1280742078,55.802057,37.615857,Jolly Dog Pub,3
4204,просп. Вернадского 105К1,21,1,1,1280742078,55.662344,37.485834,Ichiban Boshi,3
4205,пос. Приморское ш. 394К2,7,1015381,1,1280742078,60.173897,29.865902,Repino Bar,3
4206,Шлюзовая наб. 6К1,0,1,1,1280742078,55.7311,37.647275,Стефан-бар,3
4207,Глинки 5,0,2,1,1280742078,59.926765,30.295351,Есть,3
4208,Республиканская 68,0,169,1,1280742078,57.628063,39.877827,Рипаблик Пенаты,3
4209,Кржижановского 15К3,7,1,1,1280742078,55.679803,37.571992,Fantana,3
4210,Измайловское ш. 71а,9,1,1,1280742078,55.789512,37.752544,Черная пантера,3
4211,Восточная 7,10,1,1,1280742078,55.714673,37.660054,Фаина,3
4212,Манежный пер. 2,0,2,1,1280742078,59.943413,30.35048,Макаров,3
4213,Лесная 23,146,123,1,1280742078,53.213078,50.126034,Марракеш,3
4214,пл. Славы 1,32,24,1,1280742078,55.796051,37.938163,Ля Прованс,3
4215,Льва Толстого 4,0,2,1,1280742078,59.965715,30.311916,Кофемолка,3
4216,просп. Энгельса 154,0,2,1,1280742078,60.058708,30.336091,Онтромэ,3
4217,Социалистическая 107,0,119,1,1280742078,47.220946,39.717097,На Никольской,3
4218,Набережная р. Дон ,0,119,1,1280742078,47.227209,39.744898,Станица,3
4219,Набережная р. Дон ,2,119,1,1280742078,47.227206,39.744893,Фрегат,3
4220,Железноводская 25,0,2,1,1280742078,59.952254,30.248548,Плюшкин дом,3
4221,Димитрова 16К1,0,2,1,1280742078,59.848321,30.384181,Распутин,3
4222,Стромынка 6,4,1,1,1280742078,55.791253,37.687336,Бакинский дворик,3
4223,Верхоянская 9К9,43,1,1,1280742078,55.856103,37.667321,Локо-парк,3
4224,Звенигородское ш. 4К1,6,1,1,1280742078,55.764217,37.55911,Bierdorf,3
4225,Булатниковская 5К4,21,1,1,1280742078,55.578951,37.650918,Бирюса,3
4226,Минская 11,2,1,1,1280742078,55.739701,37.481603,Бегония,3
4227,Смоленская 8,1,1,1,1280742078,55.749734,37.583382,Белград,3
4228,Б.Покровская 29,2,95,1,1280742078,56.320418,43.998324,Хитовая столовая,3
4229,Смольная 35К2,10,1,1,1280742078,55.860767,37.480939,Борщев,3
4230,Неглинная 4,7,1,1,1280742078,55.760064,37.621448,Неглинка,3
4231,Ломоносова 18,0,2,1,1280742078,59.928902,30.334634,Кофенюшка,3
4232,Угловой пер. 3,7,2,1,1280742078,59.909941,30.317099,Северная Венеция,3
4233,Правленская 11,0,242,1,1280742078,59.882948,29.91062,Морской,3
4234, ,0,1,1,1280742078,55.753559,37.609218,Суши-Ы,3
4235,Московский просп. 171а,7,2,1,1280742078,59.862759,30.320171,Северная столица,3
4236,Зои Космодемьянской 7,11,123,1,1280742078,53.260861,50.231918,У Ханумы,3
4237,просп. Тореза 21,4,2,1,1280742078,60.002827,30.360595,Морис,3
4238,Ново-Садовая 106,10,123,1,1280742078,53.21716,50.148756,Il Patio,3
4239,Б.Конюшенная 10,23,2,1,1280742078,59.937394,30.323423,Евразия,3
4240,Гражданский просп. 41а,4,2,1,1280742078,60.011522,30.397803,Евразия,3
4241,просп. Просвещения 46К1,37,2,1,1280742078,60.05017,30.351217,Васаби,3
4242,Большой просп. П.С. 14,12,2,1,1280742078,59.954446,30.2932,Евразия,3
4243,просп. Просвещения 19,8,2,1,1280742078,60.052502,30.331499,Евразия,3
4244,Александра Блока 8,6,2,1,1280742078,59.924014,30.27804,Cum Grano Salis,3
4245,Гастелло 17,4,2,1,1280742078,59.857811,30.330227,Ресторан гостиницы «Мир»,3
4246,б-р Новаторов 11К2,5,2,1,1280742078,59.850321,30.268439,Елки-палки,3
4247,Карельский просп. 20,4,112,1,1280742078,61.758009,34.359814,Пирамида,3
4248,просп. Испытателей 30К2,7,2,1,1280742078,60.005621,30.266465,Trattoria Ponte Alla Cascata,3
4249,Конногвардейский б-р 7,18,2,1,1280742078,59.934186,30.299743,Дворец князя Кочубея,3
4250,Думская 5,0,2,1,1280742078,59.933861,30.327618,Сэйко,3
4251,трасса Ростов-Баку ,14,119,1,1280742078,47.227203,39.744889,Казачий дозор,3
4252,2-я Краснодарская 80К14,0,119,1,1280742078,47.20579,39.630742,Витязь,3
4253,Зоологическая 3,2,119,1,1280742078,47.248002,39.666908,Аист,3
4254,Куйбышева 95,0,49,1,1280742078,56.829931,60.621846,Уральская кухня,3
4255,Рабочей Молодежи 45,0,49,1,1280742078,56.846755,60.586878,Триумф,3
4256,Ефимова 3,0,2,1,1280742078,59.925205,30.321108,Крошка-Картошка,3
4257,ул. 8 Марта 5,0,49,1,1280742078,56.839577,60.598764,Фортуна,3
4258,Хохрякова ,0,49,1,1280742078,56.830093,60.593612,Эркас,3
4259,Гатчинская 16,13,2,1,1280742078,59.961719,30.29986,Дивный сад,3
4260,Белинского 35,1,49,1,1280742078,56.833068,60.615611,Остров А,3
4261,Разъезжая 34К54,0,2,1,1280742078,59.922679,30.350759,Дисянь,3
4262,Измайловский просп. 16К30,0,2,1,1280742078,59.911173,30.308336,Лиана,3
4263,5-я Красноармейская 19,4,2,1,1280742078,59.913208,30.310829,Павлин,3
4264,Выборгское ш. 7,3,2,1,1280742078,60.042002,30.31877,Фен Шуй,3
4265,Мучной пер. 5,2,2,1,1280742078,59.929781,30.322093,Хун Ши,3
4266,просп. Динамо 22,7,2,1,1280742078,59.968358,30.27265,Byron Club,3
4267,Сенная пл. 2,0,2,1,1280742078,59.926986,30.32031,Чудо-картошка,3
4268,Пулковское ш. 19,1,2,1,1280742078,59.826097,30.316679,Чудо-картошка,3
4269,просп. Ветеранов 120,3,2,1,1280742078,59.83243,30.184642,Бухара,3
4270,Гражданский просп. 41,2,2,1,1280742078,60.011522,30.397753,Кушарель,3
4271,Марата 21,6,10310,1,1280742078,59.684002,30.451654,Бип,3
4272,просп. Римского-Корсакова ,0,2,1,1280742078,59.922936,30.29673,Гис-мат,3
4273,Средний просп. В.О. 70,0,2,1,1280742078,59.938838,30.264637,Виктория,3
4274,Смоленская 3,18,1,1,1280742078,55.747363,37.581496,Il Patio,3
4275,1-я Тверская-Ямская 2К1,110,1,1,1280742078,55.770104,37.596823,Il Patio,3
4276,Кирова 163,3,158,1,1280742078,55.162628,61.401071,Sушка,3
4277,Академика Королева 8а,54,1,1,1280742078,55.822266,37.623151,Il Patio,3
4278,наб. Черной Речки 41,2,2,1,1280742078,59.984656,30.309903,Гелиос,3
4279,Краснопутиловская 15,0,2,1,1280742078,59.87131,30.266842,Нуэль,3
4280,Старо-Петергофский просп. 43К45,0,2,1,1280742078,59.90219,30.274887,Бэла,3
4281,Чайковского 57,0,2,1,1280742078,59.945873,30.358385,Sol,3
4282,наб. канала Грибоедова ,1,2,1,1280742078,59.903799,30.268753,Пивная биржа,3
4283,Скобелевская 14,25,1,1,1280742078,55.549098,37.554173,Buffalo,3
4284,Днепропетровская 2б,47,1,1,1280742078,55.621846,37.607574,Япоша,3
4285,Покровка 26К2,25,1,1,1280742078,55.759724,37.649705,Япоша,3
4286,просп. Маршала Жукова 60,41,1,1,1280742078,55.778208,37.461391,Япоша,3
4287,просп. Мира 74,86,1,1,1280742078,55.789542,37.635224,Япоша,3
4288,1-я Советская 130,10,57,1,1280742078,52.331648,104.199785,Kabuki,3
4289,Карла Либкнехта 157,16,57,1,1280742078,52.272855,104.315578,Velvet. Lounge Cafe,3
4290,Б.Строченовский пер. 7,21,1,1,1280742078,55.729088,37.630876,Laff Cafe,3
4291,Орджоникидзе 3,0,49,1,1280742078,56.887684,60.591191,Фридей,3
4292,Кропоткина 1,8,2,1,1280742078,59.959233,30.311341,Розарио,3
4293,Дачный просп. 2К2,24,2,1,1280742078,59.849749,30.242287,Бельведер,3
4294,Металлургов 87,34,49,1,1280742078,56.823429,60.505101,Шоколадница,3
4295,Тверская 12К2,134,1,1,1280742078,55.763781,37.607457,Этаж Рrojekt,3
4296,ул. 8 Марта ,2,49,1,1280742078,56.81324,60.608301,Планета суши,3
4297,Мамина-Сибиряка 52,2,49,1,1280742078,56.845057,60.61536,Прокофий,3
4298,Посадская 79,3,49,1,1280742078,56.817833,60.586263,Радио-пилот,3
4299,ул. 8 Марта 8,1,49,1,1280742078,56.838612,60.59801,Ростик`с,3
4300,просп. Ленина 10,0,49,1,1280742078,56.836288,60.58727,Русские цыплята,3
4301,Стачек 44,0,49,1,1280742078,56.895083,60.620687,Русь,3
4302,Малышева 127,0,49,1,1280742078,56.841251,60.657401,Пирбургер,3
4303,Малышева 127,1,49,1,1280742078,56.841251,60.657401,ПИРкафе,3
4304,Малышева 127,0,49,1,1280742078,56.841251,60.657401,ПИРшество,3
4305,Фролова 19К2,0,49,1,1280742078,56.838499,60.550466,Станица,3
4306,Свердлова 58,2,49,1,1280742078,56.853356,60.605313,Сытый блинчик,3
4307,Московское ш. 3,2,2,1,1280742078,59.833303,30.337589,Веселый сад,3
4308,Гражданский просп. 8,2,2,1,1280742078,59.99849,30.382649,Визави,3
4309,Большой просп. П.С. 50К5,7,2,1,1280742078,59.960107,30.302393,Викинги,3
4310,Кораблестроителей 20,7,2,1,1280742078,59.94294,30.213343,За стеклом,3
4311,Университетская наб. 5,61,2,1,1280742078,59.940853,30.302905,Град Петров Die Kneipe,3
4312,Советской Армии 49,1,110,1,1280742078,57.975279,56.206959,Калигула,3
4313,Константиновская 25,0,242,1,1280742078,59.87337,29.91465,Белая роза,3
4314,"Газеты ""Звезда"" ",0,110,1,1280742078,58.007642,56.247823,Китайский ресторан,3
4315,Маршала Рыбалко 108,17,110,1,1280742078,58.011127,55.968887,Карусели,3
4316,Луначарского ,0,110,1,1280742078,58.006459,56.23654,Вертел,3
4317,Комсомольский просп. 27,5,110,1,1280742078,58.00952,56.239136,Венеция,3
4318,Ленина 37,37,110,1,1280742078,58.012314,56.240439,Живаго,3
4319,просп. Энгельса 131К1,0,2,1,1280742078,60.048777,30.333403,Валентина,3
4320,Варшавская 56,1,2,1,1280742078,59.861074,30.314718,Варшава,3
4321,Богатырский просп. 7К8,0,2,1,1280742078,59.999957,30.283942,ВВС,3
4322,просп. Октября 4,0,151,1,1280742078,54.740116,55.986273,Charlie,3
4323,Борчанинова 12,2,110,1,1280742078,58.005248,56.222675,Ле Букинист,3
4324,Достоевского 12,0,2,1,1280742078,59.925741,30.350076,Замок,3
4325,Купчинская 1К5,3,2,1,1280742078,59.845157,30.379118,Stoli,3
4326,Октябрьская 13,2,87,1,1280742078,68.976186,33.088374,Магистраль,3
4327,Думская 1К3,0,2,1,1280742078,59.934123,30.328448,Гном,3
4328,Буденновский просп. 96,3,119,1,1280742078,47.237345,39.700383,Bulvar,3
4329,Белоостровская 27,1,2,1,1280742078,59.987632,30.315406,Дельфин,3
4330,просп. Энгельса 154,0,2,1,1280742078,60.058716,30.336077,Kebab House,3
4331,просп. Непокоренных 16К1,11,2,1,1280742078,59.996272,30.382888,Mob Joint,3
4332,Торфяная дорога 7,18,2,1,1280742078,59.989445,30.258079,Pizza Hut,3
4333,66-й км МКАД ,26,1,1,1280742078,55.814758,37.390538,Casa Mia,3
4334,просп. Энгельса 41,0,2,1,1280742078,60.01248,30.3246,Лана,3
4335,Старо-Петергофский просп. 43К45,2,2,1,1280742078,59.90214,30.274837,Большая медведица,3
4336,ул. 8 Марта 46,1,49,1,1280742078,56.8291,60.59956,ПИРшество,3
4337,Комсомольский просп. 28,0,1,1,1280742078,55.733553,37.593997,1-2-3 кафе,3
4338,Складочная 1К41,0,1,1,1280742078,55.801015,37.596399,120 стульев,3
4339,Чапаева 118,19,158,1,1280742078,55.119135,61.450984,Березка,3
4340,Российская 202,0,158,1,1280742078,55.160363,61.400851,Демидов,3
4341,просп. Стачек 17,10,2,1,1280742078,59.893547,30.274186,Касабланка,3
4342,Котина 2К2,9,2,1,1280742078,59.856144,30.209193,Кафе-мороженое,3
4343,Вокзальная магистраль 16,6,99,1,1280742078,55.031211,82.91465,China Town,3
4344,Красный просп. 37,0,99,1,1280742078,55.034227,82.918683,Али-Баба,3
4345,Красный просп. 15,4,99,1,1280742078,55.024843,82.920412,New York Pizza,3
4346,Чайковского 7,7,158,1,1280742078,55.193324,61.364079,Остап Бендер,3
4347,б-р Новаторов 11,0,2,1,1280742078,59.850622,30.26726,Абажур,3
4348,просп. Ленина 20,15,158,1,1280742078,55.161214,61.439879,Славянка,3
4349,Ефимова 3,0,2,1,1280742078,59.925123,30.321842,Кошкин дом,3
4350,Клинский просп. 16,6,2,1,1280742078,59.915025,30.324627,Корица,3
4351,Седова 37а,12,2,1,1280742078,59.887404,30.421223,Каньон,3
4352,Токарева 1а,6,188,1,1280742078,60.086165,29.955859,Капель,3
4353,Огородный пер. 21,0,2,1,1280742078,59.885417,30.275058,Ерш,3
4354,Ланское ш. 2К57,0,2,1,1280742078,59.990273,30.302277,Лигион,3
4355,Московская 45К20,1,12,1,1280742078,59.718017,30.410326,Льдинка,3
4356,Воздвиженка 5К25,11,1,1,1280742078,55.752445,37.607296,Муар,3
4357,Гангутская 16,0,2,1,1280742078,59.945342,30.341879,Ля,3
4358,Лесной просп. 9,6,2,1,1280742078,59.963467,30.35207,Мангал,3
4359,Белоостровская 27,0,2,1,1280742078,59.987632,30.315306,Марабу,3
4360,Биржевой пер. 2,0,2,1,1280742078,59.94499,30.29382,Марго Куин,3
4361,просп. Просвещения 19,0,2,1,1280742078,60.052495,30.331474,Меридиан,3
4362,просп. Стачек 67К1,0,2,1,1280742078,59.872371,30.258525,Мираж,3
4363,Невский просп. 127,0,2,1,1280742078,59.927071,30.374923,Мон-плезир,3
4364,Итальянская 15,0,2,1,1280742078,59.936199,30.333684,Кин,3
4365,Гороховая 51,0,2,1,1280742078,59.926837,30.32407,Кир-бар,3
4366,Старо-Петергофский просп. 16,0,2,1,1280742078,59.908326,30.275336,Киргуду,3
4367,Невский просп. 126К2,0,2,1,1280742078,59.932649,30.347965,Кошкин дом,3
4368,Буденновский просп. 49,108,119,1,1280742078,47.224973,39.704588,Famous,3
4369,Новочеркасский просп. 9,4,2,1,1280742078,59.937671,30.407613,Золотой экспресс,3
4370,Благодатная 28,0,2,1,1280742078,59.876097,30.32195,Застава,3
4371,Московский просп. 105К2,0,2,1,1280742078,59.890844,30.318734,Звезда,3
4372,Куйбышева 33К8,0,2,1,1280742078,59.95735,30.333906,Зеленая лагуна,3
4373,Купчинская 15К1,1,2,1,1280742078,59.83862,30.384036,Зимняя вишня,3
4374,64-й км МКАД ,10,1,1,1280742078,55.796031,37.37862,Золотой Будда,3
4375,просп. Наставников 38,3,2,1,1280742078,59.953444,30.482308,Ильинская слобода,3
4376,Маросейка 2К15,3,1,1,1280742078,55.756619,37.632489,Охота,3
4377,Ленинский просп. 37,17,1,1,1280742078,55.710714,37.586217,Итальянский сад,3
4378,Натагинская наб. 10,29,1,1,1280742078,55.682275,37.640785,Иверия,3
4379,Б.Дровяной пер. 21К12,30,1,1,1280742078,55.74635,37.658095,Mediterranee,3
4380,Н.Арбат 13,109,1,1,1280742078,55.752029,37.593772,Шоколадница,3
4381,Садовая-Черногрязская К1,29,1,1,1280742078,55.768304,37.650963,Шоколадница,3
4382,Мясницкая 38,0,1,1,1280742078,55.766131,37.640206,За пивом,3
4383,просп. Стачек 22,3,2,1,1280742078,59.890934,30.273728,Егриси,3
4384,просп. Славы ,1,2,1,1280742078,59.85928,30.393411,Еленендорф,3
4385,просп. Обуховской Обороны 149,19,2,1,1280742078,59.884126,30.44351,Елли-Пилли,3
4386,Майская 7К12,2,119,1,1280742078,47.231991,39.759641,Вечерний блюз,3
4387,Халтуринская 11К2,17,1,1,1280742078,55.801754,37.725685,Форсаж,3
4388,Российская 43,6,151,1,1280742078,54.77791,56.036449,Цыплята табака,3
4389,Сущевская 13К15,0,1,1,1280742078,55.781534,37.601102,Фишка-2,3
4390,Б.Волоколамский пр. 16,24,1,1,1280742078,55.801571,37.493829,Усадьба банная,3
4391,просп. Михаила Нагибина 32К2,9,119,1,1280742078,47.259022,39.72016,Baskin Robbins,3
4392,Некрасова 37,0,2,1,1280742078,59.938518,30.363152,Рыжий чуб,3
4393,Пражская 26,11,2,1,1280742078,59.872697,30.392225,Шхера,3
4394,Владимирский просп. 14,0,2,1,1280742078,59.929723,30.348508,Донжон,3
4395,Московский просп. 136,37,2,1,1280742078,59.8872,30.321612,Веселый Роджер,3
4396,Пушкина 9,4,134,1,1280742078,45.039184,41.962795,Кондитерская,3
4397,Пушкина 40,0,134,1,1280742078,45.035044,41.964493,Метелица,3
4398,просп. Карла Маркса 59,0,134,1,1280742078,45.050252,41.984795,Ориент,3
4399,ул. 50 лет ВЛКСМ 2К7,0,134,1,1280742078,45.019538,41.926701,Прасковея,3
4400,Старомарьевское ш. 20К1,2,134,1,1280742078,45.052672,42.025049,Жорж,3
4401,Спартака 5,0,134,1,1280742078,45.044801,41.985343,Ирис,3
4402,Серебренниковская 34,50,99,1,1280742078,55.026504,82.926179,Якитория,3
4403,Б.Садовая 111,0,119,1,1280742078,47.227196,39.744881,Чайкоф,3
4404,50-летия Октября 20,9,151,1,1280742078,54.736629,55.970558,Лидо «Ашхана у Бабая»,3
4405,Рихарда Зорге ,9,60,1,1280742078,55.752485,49.202893,Аквариум,3
4406,просп. Победы 91,1,60,1,1280742078,55.76838,49.217144,Аланаш,3
4407,Губкина 1,15,60,1,1280742078,55.803383,49.18622,Бахетле,3
4408,Кутузовский просп. 33К1,15,1,1,1280742078,55.741282,37.540191,Piazza de Spagna,3
4409,Юлиуса Фучика ,6,60,1,1280742078,55.757815,49.231415,Пивной причал,3
4410,просп. Победы 138,21,60,1,1280742078,55.780112,49.22412,Snooker,3
4411,Баумана 70,5,60,1,1280742078,55.789137,49.117526,Таверна на Проломной,3
4412,ская 2,3,60,1,1280742078,55.348304,50.763132,Татарстан,3
4413,Суворова 19,8,119,1,1280742078,47.224061,39.719833,Жандармерия,3
4414,Урицкого ,0,57,1,1280742078,52.284294,104.290623,Благовест,3
4415,Левобережная ,1,119,1,1280742078,47.206145,39.76267,Smirnoff,3
4416,Советская 38,26,158,1,1280742078,55.161198,61.406057,Авиньон,3
4417,Новослободская 67,10,1,1,1280742078,55.789036,37.59109,Шрайбикус,3
4418,Шереметьево-2 ,2,1,1,1280742078,55.753559,37.609218,Don Pepe,3
4419,Елькина ,19,158,1,1280742078,55.157413,61.398389,Кекс,3
4420,просп. Ленина 17,7,158,1,1280742078,55.160442,61.437318,Чао Какао,3
4421,Новолитовская 15Ка,11,2,1,1280742078,59.980884,30.356005,Кафе драмы и комедии,3
4422,Партизана Германа 5,4,2,1,1280742078,59.841482,30.173656,Кафе-бар,3
4423,М.Морская 5,2,2,1,1280742078,59.936156,30.313775,Касабланка,3
4424,Седова 11,1,2,1,1280742078,59.899302,30.403103,Vero,3
4425,27-я линия В.О. 83,0,2,1,1280742078,59.929484,30.258915,Алекс,3
4426,Адмирала Макарова 18,3,151,1,1280742078,54.793641,56.054766,Шаляппин,3
4427,Садовническая 76К1,4,1,1,1280742078,55.738667,37.64118,Острова,3
4428,Урицкого 16,4,57,1,1280742078,52.283357,104.291993,Вернисаж,3
4429,Сухэ-Батора 16,0,57,1,1280742078,52.283407,104.285224,Кафе-кондитерская 16,3
4430,Ферганская 16,4,49,1,1280742078,56.77234,60.606741,Ямал,3
4431,Санникова 17К2,5,1,1,1280742078,55.862954,37.598771,Земля Санникова,3
4432,Каланчевская 15а,63,1,1,1280742078,55.77233,37.651834,Золотой дракон,3
4433,Б.Семеновская 11,7,1,1,1280742078,55.783175,37.702513,Золотой ананас,3
4434,24-й км Рублево-Успенского ш. ,17,1,1,1280742078,55.594763,37.736999,Золотой купол,3
4435,Садовая-Спасская 21,12,1,1,1280742078,55.769859,37.648861,Каменный цветок,3
4436,Бутакова 4,1,155,1,1280742078,55.888735,37.444224,Киваяки,3
4437,Балаклавский просп. 5а,3,1,1,1280742078,55.640528,37.608221,Елки-палки,3
4438,Ср.Тишинский пер. 5К7,1,1,1,1280742078,55.769803,37.576609,Вуду Лонж,3
